file,label,final_prediction,final_confidence,cnn_pred,cnn_conf,rppg_pred,rppg_conf,heart_rate,fusion_method,correct
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\01_11__hugging_happy__4OJNJLOO.mp4,FAKE,FAKE,97.43,FAKE,97.43,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\526_436.mp4,FAKE,FAKE,79.22,FAKE,79.22,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceShifter\187_234.mp4,FAKE,REAL,99.83,REAL,99.83,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\20_09__kitchen_pan__HG1S0KHA.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\154_386.mp4,FAKE,FAKE,56.65,FAKE,99.24,REAL,59.75,81.51,CNN-RNN Primary (rPPG disagrees),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\637_427.mp4,FAKE,FAKE,99.67,FAKE,99.67,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceShifter\117_217.mp4,FAKE,REAL,54.03,REAL,98.20,FAKE,66.88,65.21,CNN-RNN Primary (rPPG disagrees),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\160_928.mp4,FAKE,FAKE,100.00,FAKE,85.89,FAKE,100.00,63.40,Strong Fusion (CNN-RNN and rPPG agree on FAKE),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\03_20__kitchen_still__Z6V05FXO.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\15_12__talking_angry_couch__N0SRODQD.mp4,FAKE,FAKE,81.74,FAKE,81.74,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\03_27__walking_and_outside_surprised__KWGI1LSZ.mp4,FAKE,REAL,98.73,REAL,98.73,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\12_20__walking_outside_cafe_disgusted__B0X1CGG2.mp4,FAKE,REAL,56.50,REAL,56.50,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\06_26__talking_angry_couch__L5BVR5L9.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceShifter\095_053.mp4,FAKE,REAL,78.92,REAL,78.92,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\592_500.mp4,FAKE,FAKE,99.74,FAKE,99.74,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\235_194.mp4,FAKE,REAL,90.58,REAL,90.58,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\022_489.mp4,FAKE,REAL,98.34,REAL,98.34,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\769_784.mp4,FAKE,REAL,81.21,REAL,81.21,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\427_637.mp4,FAKE,FAKE,99.91,FAKE,99.91,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\850_764.mp4,FAKE,FAKE,100.00,FAKE,100.00,FAKE,100.00,90.57,Strong Fusion (CNN-RNN and rPPG agree on FAKE),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\623_630.mp4,FAKE,FAKE,63.80,FAKE,63.80,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\180_105.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\02_15__secret_conversation__MZWH8ATN.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\15_03__talking_angry_couch__DNUJD8M2.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\274_412.mp4,FAKE,FAKE,99.99,FAKE,99.99,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\687_615.mp4,FAKE,FAKE,86.20,FAKE,86.20,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\359_317.mp4,FAKE,REAL,85.22,REAL,85.22,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\365_307.mp4,FAKE,REAL,100.00,REAL,80.11,REAL,100.00,79.70,Strong Fusion (CNN-RNN and rPPG agree on REAL),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\545_553.mp4,FAKE,FAKE,41.48,FAKE,90.18,REAL,100.00,67.02,CNN-RNN Primary (rPPG disagrees),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\389_480.mp4,FAKE,REAL,99.89,REAL,99.89,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceShifter\597_595.mp4,FAKE,REAL,66.92,REAL,66.92,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\270_297.mp4,FAKE,REAL,99.91,REAL,99.91,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\876_891.mp4,FAKE,FAKE,99.85,FAKE,99.85,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\112_892.mp4,FAKE,REAL,84.41,REAL,84.41,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\100_077.mp4,FAKE,REAL,47.71,REAL,99.57,FAKE,100.00,112.30,CNN-RNN Primary (rPPG disagrees),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\936_931.mp4,FAKE,FAKE,99.99,FAKE,99.99,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\05_28__hugging_happy__VR9127O1.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\730_815.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\568_628.mp4,FAKE,REAL,84.16,REAL,60.58,REAL,71.81,76.98,Strong Fusion (CNN-RNN and rPPG agree on REAL),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\02_07__walk_down_hall_angry__U7DEOZNV.mp4,FAKE,FAKE,98.57,FAKE,98.57,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\244_822.mp4,FAKE,REAL,81.64,REAL,81.64,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\705_707.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\395_401.mp4,FAKE,REAL,53.08,REAL,89.17,FAKE,46.00,54.34,CNN-RNN Primary (rPPG disagrees),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceShifter\208_215.mp4,FAKE,REAL,99.44,REAL,99.44,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\711_681.mp4,FAKE,FAKE,99.93,FAKE,99.93,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\990_008.mp4,FAKE,FAKE,99.98,FAKE,99.98,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\418_507.mp4,FAKE,REAL,98.98,REAL,98.98,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\726_713.mp4,FAKE,FAKE,38.66,FAKE,77.33,REAL,69.62,67.92,CNN-RNN Primary (rPPG disagrees),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\03_09__secret_conversation__RCETIXYL.mp4,FAKE,FAKE,97.13,FAKE,97.13,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceShifter\159_175.mp4,FAKE,REAL,97.26,REAL,97.26,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\03_13__talking_against_wall__GBYWJW06.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\278_306.mp4,FAKE,FAKE,97.35,FAKE,97.35,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\200_189.mp4,FAKE,REAL,73.79,REAL,73.79,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\602_397.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\865_739.mp4,FAKE,REAL,90.87,REAL,90.87,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\872_873.mp4,FAKE,REAL,100.00,REAL,95.49,REAL,76.84,84.23,Strong Fusion (CNN-RNN and rPPG agree on REAL),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\700_813.mp4,FAKE,FAKE,99.94,FAKE,99.94,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceShifter\863_853.mp4,FAKE,REAL,80.83,REAL,80.83,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\510_528.mp4,FAKE,FAKE,99.26,FAKE,99.26,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\NeuralTextures\024_073.mp4,FAKE,FAKE,99.98,FAKE,99.98,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\396_272.mp4,FAKE,FAKE,99.45,FAKE,99.45,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\131_518.mp4,FAKE,FAKE,99.74,FAKE,99.74,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\035_036.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\388_308.mp4,FAKE,FAKE,51.81,FAKE,100.00,REAL,81.63,76.98,CNN-RNN Primary (rPPG disagrees),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\543_559.mp4,FAKE,REAL,99.17,REAL,99.17,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Deepfakes\449_451.mp4,FAKE,FAKE,100.00,FAKE,100.00,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\Face2Face\829_808.mp4,FAKE,REAL,69.76,REAL,69.76,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),0
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\378_368.mp4,FAKE,FAKE,57.49,FAKE,100.00,REAL,58.72,71.55,CNN-RNN Primary (rPPG disagrees),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\FaceSwap\075_977.mp4,FAKE,FAKE,100.00,FAKE,99.29,FAKE,56.70,63.40,Strong Fusion (CNN-RNN and rPPG agree on FAKE),1
C:\Users\KK\Desktop\dfd\FaceForensics++_C23\DeepFakeDetection\18_12__outside_talking_pan_laughing__IKH1LBBY.mp4,FAKE,FAKE,96.87,FAKE,96.87,Unknown,0.00,0.00,CNN-RNN only (no/unreliable rPPG data),1
